iter	RMSE
0	1.188020991
1	1.160556771
22	0.9622879613	3	0.936400794	14	0.91325505	1.0599227
6	1.036197297
7	1.015292428
8	0.9970783084
9	0.9835837373
10	0.9625138415
11	0.9433551823
12	0.9235207408
13	0.9082946018
14	0.8900918636
15	0.8771652458
16	0.8613228147
17	0.8432033594
18	0.8269106863
19	0.8101073702
20	0.794648994
21	0.7802376941
22	0.7658220436
23	0.7531904797
24	0.7425791076
25	0.7292136671
26	0.7200182564
27	0.7025600383
28	0.6894771571
29	0.6773648126
30	0.6651283045
31	0.652598629
32	0.641576583
33	0.6321926984
34	0.6217671178
35	0.611915283
36	0.6054760728
37	0.5980079063
38	0.5884013039
39	0.5781756395
40	0.5703963296
41	0.5644196319
42	0.5554253297
43	0.5475900763
44	0.5414744375
45	0.5357371265
46	0.5284513171
47	0.5210884919
48	0.5141754602
49	0.5069325012
50	0.5017087456
51	0.4942621929
52	0.4894531176
53	053	0.438768754	054	0.435732755	055	0.430502856	056	0.425339657	0.4618278934
58	0.4568431305
59	0.4506918941
60	0.4455369116
61	0.4405662084
62	0.4366964792
63	0.4305040418
64	0.4234670897
65	0.4190058345
66	0.4147131945
67	0.67	0.35786668	0.68	0.35431469	6969	0.34997970	7070	0.34556971	7171	0.3417738747272	0.3382565673	73	0.3334285774	74	0.3292931075	75	0.3269766276	0.3498135739
77	0.3482563239
78	0.3459510147
79	0.3415347878
80	80	0.3134635081	81	0.3113552382	0.332839741
83	0.3312801718
84	0.3277208534
85	0.3247152848
86	0.322298018
87	0.319605562
88	0.3159670426
89	089	0.29000490	0.90	0.28778991	0.91	0.28494492	0.92	0.28242493	0.93	0.28013694	0.94	0.27772695	0.2961089778
96	0.2935340601
97	0.97	0.27200698	0.98	0.26943599	0.99	0.268581100	0100	0.2664432628
101	0.264351102	0102	0.2620978034
103	0.260995546
104	0.2592800393
105	0.2577405471
106	0.2544793358
107	0.2524095082
108	0.2503721782
109	0.2499495391
110	0.24769627
111	0.2456027822
112	0.2434767569
113	0.2418239604
114	0.2399863497
115	0.2373883587
116	0.2346220916
117	0.2326000048
118	0.231624316
119	0.2298197234
120	0.2279551829
121	0.2254118793
122	0.2240292883
123	0.222946647
124	0.221640167
125	0.2197643951
126	0.2189690363
127	0.2160084817
128	0.2144248962
129	0.2129871763
130	0.2109712916
131	0.2089900251
132	0.2080423483
133	0.2075535981
134	0.2052307693
135	0.2040342505
136	0.2036686194
137	0.2031105595
138	0.2023000009
139	0.2007792938
140	0.1990992078
141	0.1971051924
142	0.1956785114
143	0.1940473086
144	0.1934438063
145	0.1921930039
146	0.1912476623
147	0.1904293707
148	0.1899252203
149	0.1883088628
150	0.1868546399
151	0.1851687368
152	0.183722565
153	0.1833848666
154	0.1829632509
155	0.182323213
156	0.1814936634
157	0.1803316523
158	0.179135536
159	0.1780164217
160	0.176776059
161	0.1764498754
162	0.1752677257
163	0.175013155
164	0.1744629527
165	0.1736108489
166	0.1733882229
167	0.1731223903
168	0.1728900662
169	0.1726375908
170	0.1723953708
171	0.1719552139
172	0.171716237
173	0.1709514483
174	0.1706398061
175	0.1703538132
176	0.1701040212
177	0.1690726779
178	0.1687025591
179	0.1679564182
180	0.1673446791
181	0.1670759892
182	0.1667323813
183	0.1664034705
184	0.1658403045
185	0.1654453949
186	0.1633386737
187	0.1630332421
188	0.1622629528
189	0.1617171388
190	0.1602121855
191	0.158411653
192	0.1565294033
193	0.1551632757
194	0.1540605112
195	0.1526565677
196	0.152369913
197	0.1520953774
198	0.1509907816
199	0.1492235645

